CustomerID,freq,freq_3m,latetime,earlytime,target,cutoff_date
13085.0,6,0,122,181,0,2010-06-01
17006.0,1,1,87,87,0,2010-06-01
15630.0,1,1,87,87,0,2010-06-01
15978.0,1,1,87,87,0,2010-06-01
14852.0,3,3,38,87,6,2010-06-01
15929.0,1,1,87,87,0,2010-06-01
14233.0,2,2,33,87,1,2010-06-01
13799.0,3,3,17,87,3,2010-06-01
16331.0,2,2,75,85,0,2010-06-01
14172.0,3,3,48,85,0,2010-06-01
13201.0,2,2,7,85,2,2010-06-01
13508.0,1,1,85,85,0,2010-06-01
16271.0,1,1,85,85,3,2010-06-01
15443.0,5,5,1,85,2,2010-06-01
14205.0,2,2,26,85,2,2010-06-01
14877.0,1,1,85,85,0,2010-06-01
18253.0,1,1,85,85,0,2010-06-01
13764.0,3,3,12,85,0,2010-06-01
17190.0,1,1,87,87,2,2010-06-01
17236.0,4,4,27,85,1,2010-06-01
15094.0,1,1,87,87,0,2010-06-01
13544.0,1,1,87,87,2,2010-06-01
14426.0,2,2,20,88,3,2010-06-01
13881.0,7,7,5,88,3,2010-06-01
17159.0,1,1,88,88,1,2010-06-01
16096.0,2,2,31,88,0,2010-06-01
14748.0,2,2,60,88,1,2010-06-01
15030.0,2,2,74,88,1,2010-06-01
17448.0,40,40,6,88,6,2010-06-01
12371.0,2,2,88,88,0,2010-06-01
17718.0,1,1,87,87,0,2010-06-01
12399.0,1,1,87,87,1,2010-06-01
13280.0,1,1,87,87,0,2010-06-01
12568.0,1,1,87,87,0,2010-06-01
13476.0,1,1,87,87,1,2010-06-01
12497.0,1,1,87,87,0,2010-06-01
18226.0,1,1,87,87,8,2010-06-01
14957.0,1,1,87,87,0,2010-06-01
14186.0,3,3,5,87,1,2010-06-01
13515.0,1,1,87,87,0,2010-06-01
14018.0,1,1,88,88,0,2010-06-01
17589.0,4,4,13,85,8,2010-06-01
13276.0,1,1,85,85,1,2010-06-01
12514.0,1,1,84,84,0,2010-06-01
17960.0,1,1,84,84,1,2010-06-01
16628.0,1,1,84,84,0,2010-06-01
17289.0,3,3,52,84,1,2010-06-01
17025.0,1,1,84,84,0,2010-06-01
16537.0,1,1,84,84,0,2010-06-01
17488.0,1,1,84,84,0,2010-06-01
16681.0,1,1,84,84,0,2010-06-01
13454.0,1,1,84,84,0,2010-06-01
16275.0,1,1,84,84,1,2010-06-01
16568.0,1,1,84,84,0,2010-06-01
18245.0,5,5,17,84,3,2010-06-01
17002.0,3,3,25,84,0,2010-06-01
17438.0,1,1,84,84,2,2010-06-01
15250.0,1,1,83,83,0,2010-06-01
16182.0,2,2,33,83,2,2010-06-01
17266.0,1,1,83,83,1,2010-06-01
17857.0,1,1,84,84,0,2010-06-01
17734.0,2,2,50,85,1,2010-06-01
17542.0,2,2,84,84,0,2010-06-01
16754.0,14,14,3,84,11,2010-06-01
16466.0,3,3,22,85,3,2010-06-01
12530.0,2,2,40,85,1,2010-06-01
15631.0,1,1,85,85,0,2010-06-01
18029.0,1,1,85,85,0,2010-06-01
16984.0,3,3,36,85,3,2010-06-01
16310.0,1,1,85,85,0,2010-06-01
16534.0,1,1,85,85,0,2010-06-01
17158.0,1,1,85,85,1,2010-06-01
12369.0,1,1,84,84,0,2010-06-01
14493.0,2,2,35,84,2,2010-06-01
15847.0,1,1,84,84,0,2010-06-01
17298.0,1,1,84,84,1,2010-06-01
15791.0,2,2,33,84,1,2010-06-01
12765.0,3,3,29,84,3,2010-06-01
17682.0,2,2,47,84,2,2010-06-01
12825.0,1,1,84,84,1,2010-06-01
17325.0,1,1,84,84,0,2010-06-01
13157.0,2,2,17,84,2,2010-06-01
17847.0,1,1,88,88,1,2010-06-01
18272.0,2,2,39,88,1,2010-06-01
16859.0,1,1,88,88,2,2010-06-01
12598.0,2,2,89,91,0,2010-06-01
13010.0,1,1,91,91,0,2010-06-01
15219.0,1,1,91,91,0,2010-06-01
14131.0,1,1,91,91,0,2010-06-01
16511.0,1,1,91,91,0,2010-06-01
16037.0,1,1,91,91,1,2010-06-01
13018.0,5,5,13,91,0,2010-06-01
17305.0,1,1,91,91,0,2010-06-01
16521.0,1,1,91,91,0,2010-06-01
16519.0,1,1,91,91,1,2010-06-01
17359.0,1,1,91,91,0,2010-06-01
16731.0,1,1,91,91,0,2010-06-01
14257.0,1,1,91,91,1,2010-06-01
15603.0,1,1,91,91,0,2010-06-01
17116.0,1,1,91,91,0,2010-06-01
13911.0,7,7,5,91,3,2010-06-01
17330.0,1,1,90,90,1,2010-06-01
14798.0,2,2,53,91,2,2010-06-01
12731.0,2,2,15,90,2,2010-06-01
18069.0,4,2,1,92,0,2010-06-01
16283.0,1,0,92,92,1,2010-06-01
15366.0,2,1,40,94,1,2010-06-01
16631.0,4,3,20,94,3,2010-06-01
15124.0,1,0,94,94,1,2010-06-01
13598.0,3,1,22,94,1,2010-06-01
14177.0,6,4,22,94,0,2010-06-01
16913.0,2,0,94,94,0,2010-06-01
14459.0,1,0,94,94,0,2010-06-01
15477.0,1,0,92,92,0,2010-06-01
15569.0,2,1,43,92,1,2010-06-01
15149.0,4,2,19,92,0,2010-06-01
